"Date","Day","State","County","Cases","Death","Population","Cases_Percent","Death_Percent"
2020-03-26,2,"Oklahoma","Cleveland",39,3,284014,0.00013732,0.00001056
2020-03-27,3,"Oklahoma","Cleveland",39,3,284014,0.00013732,0.00001056
2020-03-28,4,"Oklahoma","Cleveland",46,5,284014,0.00016196,0.0000176
2020-03-29,5,"Oklahoma","Cleveland",51,5,284014,0.00017957,0.0000176
2020-03-30,6,"Oklahoma","Cleveland",60,5,284014,0.00021126,0.0000176
2020-03-31,7,"Oklahoma","Cleveland",65,6,284014,0.00022886,0.00002113
2020-04-01,8,"Oklahoma","Cleveland",87,6,284014,0.00030632,0.00002113
2020-04-02,9,"Oklahoma","Cleveland",121,6,284014,0.00042604,0.00002113
2020-04-03,10,"Oklahoma","Cleveland",130,7,284014,0.00045772,0.00002465
2020-03-27,0,"Oklahoma","Creek",14,1,71522,0.00019574,0.00001398
2020-03-28,1,"Oklahoma","Creek",16,1,71522,0.00022371,0.00001398
2020-03-29,2,"Oklahoma","Creek",16,1,71522,0.00022371,0.00001398
2020-03-30,3,"Oklahoma","Creek",18,1,71522,0.00025167,0.00001398
2020-03-31,4,"Oklahoma","Creek",21,1,71522,0.00029362,0.00001398
2020-04-01,5,"Oklahoma","Creek",27,1,71522,0.00037751,0.00001398
2020-04-02,6,"Oklahoma","Creek",36,1,71522,0.00050334,0.00001398
2020-04-03,7,"Oklahoma","Creek",39,1,71522,0.00054529,0.00001398
2020-04-01,0,"Oklahoma","Greer",2,1,5712,0.00035014,0.00017507
2020-04-02,1,"Oklahoma","Greer",2,1,5712,0.00035014,0.00017507
2020-04-03,2,"Oklahoma","Greer",5,1,5712,0.00087535,0.00017507
2020-04-01,0,"Oklahoma","Kay",24,1,43538,0.00055124,0.00002297
2020-04-02,1,"Oklahoma","Kay",24,1,43538,0.00055124,0.00002297
2020-04-03,2,"Oklahoma","Kay",25,1,43538,0.00057421,0.00002297
2020-04-01,0,"Oklahoma","Mayes",5,1,41100,0.00012165,0.00002433
2020-04-02,1,"Oklahoma","Mayes",5,1,41100,0.00012165,0.00002433
2020-04-03,2,"Oklahoma","Mayes",5,1,41100,0.00012165,0.00002433
2020-03-31,0,"Oklahoma","Muskogee",8,1,67997,0.00011765,0.00001471
2020-04-01,1,"Oklahoma","Muskogee",13,1,67997,0.00019118,0.00001471
2020-04-02,2,"Oklahoma","Muskogee",15,2,67997,0.0002206,0.00002941
2020-04-03,3,"Oklahoma","Muskogee",16,2,67997,0.0002353,0.00002941
2020-03-25,0,"Oklahoma","Oklahoma",55,2,797434,0.00006897,0.00000251
2020-03-26,1,"Oklahoma","Oklahoma",73,2,797434,0.00009154,0.00000251
2020-03-27,2,"Oklahoma","Oklahoma",94,2,797434,0.00011788,0.00000251
2020-03-28,3,"Oklahoma","Oklahoma",107,3,797434,0.00013418,0.00000376
2020-03-29,4,"Oklahoma","Oklahoma",120,4,797434,0.00015048,0.00000502
2020-03-30,5,"Oklahoma","Oklahoma",134,4,797434,0.00016804,0.00000502
2020-03-31,6,"Oklahoma","Oklahoma",155,7,797434,0.00019437,0.00000878
2020-04-01,7,"Oklahoma","Oklahoma",192,10,797434,0.00024077,0.00001254
2020-04-02,8,"Oklahoma","Oklahoma",216,10,797434,0.00027087,0.00001254
2020-04-03,9,"Oklahoma","Oklahoma",237,10,797434,0.0002972,0.00001254
2020-04-02,0,"Oklahoma","Osage",22,1,46963,0.00046845,0.00002129
2020-04-03,1,"Oklahoma","Osage",21,1,46963,0.00044716,0.00002129
2020-03-22,0,"Oklahoma","Pawnee",3,1,16376,0.00018319,0.00006106
2020-03-23,1,"Oklahoma","Pawnee",3,1,16376,0.00018319,0.00006106
2020-03-24,2,"Oklahoma","Pawnee",4,1,16376,0.00024426,0.00006106
2020-03-25,3,"Oklahoma","Pawnee",7,1,16376,0.00042745,0.00006106
2020-03-26,4,"Oklahoma","Pawnee",10,1,16376,0.00061065,0.00006106
2020-03-27,5,"Oklahoma","Pawnee",14,1,16376,0.00085491,0.00006106
2020-03-28,6,"Oklahoma","Pawnee",14,1,16376,0.00085491,0.00006106
2020-03-29,7,"Oklahoma","Pawnee",15,1,16376,0.00091597,0.00006106
2020-03-30,8,"Oklahoma","Pawnee",15,1,16376,0.00091597,0.00006106
2020-03-31,9,"Oklahoma","Pawnee",15,1,16376,0.00091597,0.00006106
2020-04-01,10,"Oklahoma","Pawnee",15,1,16376,0.00091597,0.00006106
2020-04-02,11,"Oklahoma","Pawnee",15,1,16376,0.00091597,0.00006106
2020-04-03,12,"Oklahoma","Pawnee",16,1,16376,0.00097704,0.00006106
2020-03-28,0,"Oklahoma","Sequoyah",2,1,41569,0.00004811,0.00002406
2020-03-29,1,"Oklahoma","Sequoyah",2,1,41569,0.00004811,0.00002406
2020-03-30,2,"Oklahoma","Sequoyah",2,1,41569,0.00004811,0.00002406
2020-03-31,3,"Oklahoma","Sequoyah",2,1,41569,0.00004811,0.00002406
2020-04-01,4,"Oklahoma","Sequoyah",2,1,41569,0.00004811,0.00002406
2020-04-02,5,"Oklahoma","Sequoyah",4,1,41569,0.00009623,0.00002406
2020-04-03,6,"Oklahoma","Sequoyah",4,1,41569,0.00009623,0.00002406
2020-04-02,0,"Oklahoma","Stephens",7,1,43143,0.00016225,0.00002318
2020-04-03,1,"Oklahoma","Stephens",8,1,43143,0.00018543,0.00002318
2020-03-19,0,"Oklahoma","Tulsa",5,1,651552,0.00000767,0.00000153
2020-03-20,1,"Oklahoma","Tulsa",5,1,651552,0.00000767,0.00000153
2020-03-21,2,"Oklahoma","Tulsa",5,1,651552,0.00000767,0.00000153
2020-03-22,3,"Oklahoma","Tulsa",6,1,651552,0.00000921,0.00000153
2020-03-23,4,"Oklahoma","Tulsa",11,1,651552,0.00001688,0.00000153
2020-03-24,5,"Oklahoma","Tulsa",12,1,651552,0.00001842,0.00000153
2020-03-25,6,"Oklahoma","Tulsa",27,1,651552,0.00004144,0.00000153
2020-03-26,7,"Oklahoma","Tulsa",41,1,651552,0.00006293,0.00000153
2020-03-27,8,"Oklahoma","Tulsa",49,1,651552,0.00007521,0.00000153
2020-03-28,9,"Oklahoma","Tulsa",57,3,651552,0.00008748,0.0000046
2020-03-29,10,"Oklahoma","Tulsa",61,3,651552,0.00009362,0.0000046
2020-03-30,11,"Oklahoma","Tulsa",65,3,651552,0.00009976,0.0000046
2020-03-31,12,"Oklahoma","Tulsa",83,3,651552,0.00012739,0.0000046
2020-04-01,13,"Oklahoma","Tulsa",115,3,651552,0.0001765,0.0000046
2020-04-02,14,"Oklahoma","Tulsa",151,5,651552,0.00023175,0.00000767
2020-04-03,15,"Oklahoma","Tulsa",175,8,651552,0.00026859,0.00001228
2020-03-28,0,"Oklahoma","Wagoner",8,1,81289,0.00009841,0.0000123
2020-03-29,1,"Oklahoma","Wagoner",8,1,81289,0.00009841,0.0000123
2020-03-30,2,"Oklahoma","Wagoner",8,1,81289,0.00009841,0.0000123
2020-03-31,3,"Oklahoma","Wagoner",10,2,81289,0.00012302,0.0000246
2020-04-01,4,"Oklahoma","Wagoner",15,2,81289,0.00018453,0.0000246
2020-04-02,5,"Oklahoma","Wagoner",24,2,81289,0.00029524,0.0000246
2020-04-03,6,"Oklahoma","Wagoner",30,2,81289,0.00036905,0.0000246
2020-03-31,0,"Oregon","Benton",12,1,93053,0.00012896,0.00001075
2020-04-01,1,"Oregon","Benton",13,1,93053,0.00013971,0.00001075
2020-04-02,2,"Oregon","Benton",15,1,93053,0.0001612,0.00001075
2020-04-03,3,"Oregon","Benton",17,1,93053,0.00018269,0.00001075
2020-03-24,0,"Oregon","Clackamas",17,1,418187,0.00004065,0.00000239
2020-03-25,1,"Oregon","Clackamas",21,2,418187,0.00005022,0.00000478
2020-03-26,2,"Oregon","Clackamas",21,2,418187,0.00005022,0.00000478
2020-03-27,3,"Oregon","Clackamas",31,2,418187,0.00007413,0.00000478
2020-03-28,4,"Oregon","Clackamas",36,2,418187,0.00008609,0.00000478
2020-03-29,5,"Oregon","Clackamas",39,2,418187,0.00009326,0.00000478
2020-03-30,6,"Oregon","Clackamas",40,3,418187,0.00009565,0.00000717
2020-03-31,7,"Oregon","Clackamas",50,3,418187,0.00011956,0.00000717
2020-04-01,8,"Oregon","Clackamas",56,3,418187,0.00013391,0.00000717
2020-04-02,9,"Oregon","Clackamas",61,3,418187,0.00014587,0.00000717
2020-04-03,10,"Oregon","Clackamas",66,3,418187,0.00015782,0.00000717
2020-03-18,0,"Oregon","Lane",2,1,382067,0.00000523,0.00000262
2020-03-19,1,"Oregon","Lane",2,1,382067,0.00000523,0.00000262
2020-03-20,2,"Oregon","Lane",2,1,382067,0.00000523,0.00000262
2020-03-21,3,"Oregon","Lane",3,1,382067,0.00000785,0.00000262
2020-03-22,4,"Oregon","Lane",4,1,382067,0.00001047,0.00000262
2020-03-23,5,"Oregon","Lane",4,1,382067,0.00001047,0.00000262
2020-03-24,6,"Oregon","Lane",4,1,382067,0.00001047,0.00000262
2020-03-25,7,"Oregon","Lane",5,1,382067,0.00001309,0.00000262
2020-03-26,8,"Oregon","Lane",7,1,382067,0.00001832,0.00000262
2020-03-27,9,"Oregon","Lane",10,1,382067,0.00002617,0.00000262
2020-03-28,10,"Oregon","Lane",9,1,382067,0.00002356,0.00000262
2020-03-29,11,"Oregon","Lane",10,1,382067,0.00002617,0.00000262
2020-03-30,12,"Oregon","Lane",12,1,382067,0.00003141,0.00000262
2020-03-31,13,"Oregon","Lane",16,1,382067,0.00004188,0.00000262
2020-04-01,14,"Oregon","Lane",18,1,382067,0.00004711,0.00000262
2020-04-02,15,"Oregon","Lane",21,1,382067,0.00005496,0.00000262
2020-04-03,16,"Oregon","Lane",21,1,382067,0.00005496,0.00000262
2020-03-22,0,"Oregon","Linn",19,1,129749,0.00014644,0.00000771
2020-03-23,1,"Oregon","Linn",20,1,129749,0.00015414,0.00000771
2020-03-24,2,"Oregon","Linn",21,1,129749,0.00016185,0.00000771
2020-03-25,3,"Oregon","Linn",25,1,129749,0.00019268,0.00000771
2020-03-26,4,"Oregon","Linn",26,1,129749,0.00020039,0.00000771
2020-03-27,5,"Oregon","Linn",28,1,129749,0.0002158,0.00000771
2020-03-28,6,"Oregon","Linn",32,1,129749,0.00024663,0.00000771
2020-03-29,7,"Oregon","Linn",36,1,129749,0.00027746,0.00000771
2020-03-30,8,"Oregon","Linn",36,2,129749,0.00027746,0.00001541
2020-03-31,9,"Oregon","Linn",37,2,129749,0.00028517,0.00001541
2020-04-01,10,"Oregon","Linn",37,2,129749,0.00028517,0.00001541
2020-04-02,11,"Oregon","Linn",37,2,129749,0.00028517,0.00001541
2020-04-03,12,"Oregon","Linn",37,2,129749,0.00028517,0.00001541
2020-03-21,0,"Oregon","Marion",19,1,347818,0.00005463,0.00000288
2020-03-22,1,"Oregon","Marion",22,1,347818,0.00006325,0.00000288
2020-03-23,2,"Oregon","Marion",30,1,347818,0.00008625,0.00000288
2020-03-24,3,"Oregon","Marion",32,1,347818,0.000092,0.00000288
2020-03-25,4,"Oregon","Marion",43,2,347818,0.00012363,0.00000575
2020-03-26,5,"Oregon","Marion",57,2,347818,0.00016388,0.00000575
2020-03-27,6,"Oregon","Marion",83,3,347818,0.00023863,0.00000863
2020-03-28,7,"Oregon","Marion",94,3,347818,0.00027026,0.00000863
2020-03-29,8,"Oregon","Marion",109,3,347818,0.00031338,0.00000863
2020-03-30,9,"Oregon","Marion",123,3,347818,0.00035363,0.00000863
2020-03-31,10,"Oregon","Marion",141,3,347818,0.00040538,0.00000863
2020-04-01,11,"Oregon","Marion",151,3,347818,0.00043414,0.00000863
2020-04-02,12,"Oregon","Marion",164,4,347818,0.00047151,0.0000115
2020-04-03,13,"Oregon","Marion",178,4,347818,0.00051176,0.0000115
2020-03-15,0,"Oregon","Multnomah",1,1,812855,0.00000123,0.00000123
2020-03-16,1,"Oregon","Multnomah",1,1,812855,0.00000123,0.00000123
2020-03-17,2,"Oregon","Multnomah",3,1,812855,0.00000369,0.00000123
2020-03-18,3,"Oregon","Multnomah",3,1,812855,0.00000369,0.00000123
2020-03-19,4,"Oregon","Multnomah",7,1,812855,0.00000861,0.00000123
2020-03-20,5,"Oregon","Multnomah",12,1,812855,0.00001476,0.00000123
2020-03-21,6,"Oregon","Multnomah",18,1,812855,0.00002214,0.00000123
2020-03-22,7,"Oregon","Multnomah",19,1,812855,0.00002337,0.00000123
2020-03-23,8,"Oregon","Multnomah",21,1,812855,0.00002583,0.00000123
2020-03-24,9,"Oregon","Multnomah",25,2,812855,0.00003076,0.00000246
2020-03-25,10,"Oregon","Multnomah",33,2,812855,0.0000406,0.00000246
2020-03-26,11,"Oregon","Multnomah",45,2,812855,0.00005536,0.00000246
2020-03-27,12,"Oregon","Multnomah",67,2,812855,0.00008243,0.00000246
2020-03-28,13,"Oregon","Multnomah",81,2,812855,0.00009965,0.00000246
2020-03-29,14,"Oregon","Multnomah",91,2,812855,0.00011195,0.00000246
2020-03-30,15,"Oregon","Multnomah",100,2,812855,0.00012302,0.00000246
2020-03-31,16,"Oregon","Multnomah",116,2,812855,0.00014271,0.00000246
2020-04-01,17,"Oregon","Multnomah",134,3,812855,0.00016485,0.00000369
2020-04-02,18,"Oregon","Multnomah",160,3,812855,0.00019684,0.00000369
2020-04-03,19,"Oregon","Multnomah",175,3,812855,0.00021529,0.00000369
2020-04-03,0,"Oregon","Polk",20,1,86085,0.00023233,0.00001162
2020-03-18,0,"Oregon","Washington",23,1,601592,0.00003823,0.00000166
2020-03-19,1,"Oregon","Washington",25,1,601592,0.00004156,0.00000166
2020-03-20,2,"Oregon","Washington",31,1,601592,0.00005153,0.00000166
2020-03-21,3,"Oregon","Washington",42,1,601592,0.00006981,0.00000166
2020-03-22,4,"Oregon","Washington",55,1,601592,0.00009142,0.00000166
2020-03-23,5,"Oregon","Washington",69,1,601592,0.0001147,0.00000166
2020-03-24,6,"Oregon","Washington",76,2,601592,0.00012633,0.00000332
2020-03-25,7,"Oregon","Washington",96,2,601592,0.00015958,0.00000332
2020-03-26,8,"Oregon","Washington",104,3,601592,0.00017287,0.00000499
2020-03-27,9,"Oregon","Washington",122,3,601592,0.0002028,0.00000499
2020-03-28,10,"Oregon","Washington",140,3,601592,0.00023272,0.00000499
2020-03-29,11,"Oregon","Washington",154,3,601592,0.00025599,0.00000499
2020-03-30,12,"Oregon","Washington",168,3,601592,0.00027926,0.00000499
2020-03-31,13,"Oregon","Washington",186,3,601592,0.00030918,0.00000499
2020-04-01,14,"Oregon","Washington",189,3,601592,0.00031417,0.00000499
2020-04-02,15,"Oregon","Washington",211,4,601592,0.00035074,0.00000665
2020-04-03,16,"Oregon","Washington",228,4,601592,0.00037899,0.00000665
2020-03-28,0,"Oregon","Yamhill",13,1,107100,0.00012138,0.00000934
2020-03-29,1,"Oregon","Yamhill",13,1,107100,0.00012138,0.00000934
2020-03-30,2,"Oregon","Yamhill",14,2,107100,0.00013072,0.00001867
2020-03-31,3,"Oregon","Yamhill",16,3,107100,0.00014939,0.00002801
2020-04-01,4,"Oregon","Yamhill",17,3,107100,0.00015873,0.00002801
2020-04-02,5,"Oregon","Yamhill",18,3,107100,0.00016807,0.00002801
2020-04-03,6,"Oregon","Yamhill",23,3,107100,0.00021475,0.00002801
2020-03-21,0,"Pennsylvania","Allegheny",31,1,1216045,0.00002549,0.00000082
2020-03-22,1,"Pennsylvania","Allegheny",40,1,1216045,0.00003289,0.00000082
2020-03-23,2,"Pennsylvania","Allegheny",48,1,1216045,0.00003947,0.00000082
2020-03-24,3,"Pennsylvania","Allegheny",58,2,1216045,0.0000477,0.00000164
2020-03-25,4,"Pennsylvania","Allegheny",88,2,1216045,0.00007237,0.00000164
2020-03-26,5,"Pennsylvania","Allegheny",133,2,1216045,0.00010937,0.00000164
2020-03-27,6,"Pennsylvania","Allegheny",158,2,1216045,0.00012993,0.00000164
2020-03-28,7,"Pennsylvania","Allegheny",219,2,1216045,0.00018009,0.00000164
2020-03-29,8,"Pennsylvania","Allegheny",265,2,1216045,0.00021792,0.00000164
2020-03-30,9,"Pennsylvania","Allegheny",290,2,1216045,0.00023848,0.00000164
2020-03-31,10,"Pennsylvania","Allegheny",325,2,1216045,0.00026726,0.00000164
2020-04-01,11,"Pennsylvania","Allegheny",356,2,1216045,0.00029275,0.00000164
2020-04-02,12,"Pennsylvania","Allegheny",419,2,1216045,0.00034456,0.00000164
2020-04-03,13,"Pennsylvania","Allegheny",476,2,1216045,0.00039143,0.00000164
2020-03-31,0,"Pennsylvania","Beaver",52,1,163929,0.00031721,0.0000061
2020-04-01,1,"Pennsylvania","Beaver",54,2,163929,0.00032941,0.0000122
2020-04-02,2,"Pennsylvania","Beaver",55,2,163929,0.00033551,0.0000122
2020-04-03,3,"Pennsylvania","Beaver",65,2,163929,0.00039651,0.0000122
2020-04-02,0,"Pennsylvania","Berks",168,1,421164,0.00039889,0.00000237
2020-04-03,1,"Pennsylvania","Berks",201,1,421164,0.00047725,0.00000237
2020-03-29,0,"Pennsylvania","Bucks",216,1,628270,0.0003438,0.00000159
2020-03-30,1,"Pennsylvania","Bucks",249,4,628270,0.00039633,0.00000637
2020-03-31,2,"Pennsylvania","Bucks",288,3,628270,0.0004584,0.00000478
2020-04-01,3,"Pennsylvania","Bucks",319,6,628270,0.00050774,0.00000955
2020-04-02,4,"Pennsylvania","Bucks",373,6,628270,0.00059369,0.00000955
2020-04-03,5,"Pennsylvania","Bucks",450,8,628270,0.00071625,0.00001273
2020-03-26,0,"Pennsylvania","Butler",19,1,187853,0.00010114,0.00000532
2020-03-27,1,"Pennsylvania","Butler",26,1,187853,0.00013841,0.00000532
2020-03-28,2,"Pennsylvania","Butler",41,2,187853,0.00021826,0.00001065
2020-03-29,3,"Pennsylvania","Butler",47,2,187853,0.0002502,0.00001065
2020-03-30,4,"Pennsylvania","Butler",49,2,187853,0.00026084,0.00001065
2020-03-31,5,"Pennsylvania","Butler",60,2,187853,0.0003194,0.00001065
2020-04-01,6,"Pennsylvania","Butler",64,2,187853,0.00034069,0.00001065
2020-04-02,7,"Pennsylvania","Butler",69,2,187853,0.00036731,0.00001065
2020-04-03,8,"Pennsylvania","Butler",75,2,187853,0.00039925,0.00001065
2020-03-31,0,"Pennsylvania","Carbon",17,1,64182,0.00026487,0.00001558
2020-04-01,1,"Pennsylvania","Carbon",23,1,64182,0.00035836,0.00001558
2020-04-02,2,"Pennsylvania","Carbon",26,1,64182,0.0004051,0.00001558
2020-04-03,3,"Pennsylvania","Carbon",34,1,64182,0.00052974,0.00001558
2020-03-31,0,"Pennsylvania","Chester",159,1,524989,0.00030286,0.0000019
2020-04-01,1,"Pennsylvania","Chester",183,1,524989,0.00034858,0.0000019
2020-04-02,2,"Pennsylvania","Chester",210,2,524989,0.00040001,0.00000381
2020-04-03,3,"Pennsylvania","Chester",226,2,524989,0.00043049,0.00000381
2020-03-28,0,"Pennsylvania","Cumberland",22,1,253370,0.00008683,0.00000395
2020-03-29,1,"Pennsylvania","Cumberland",22,1,253370,0.00008683,0.00000395
2020-03-30,2,"Pennsylvania","Cumberland",24,1,253370,0.00009472,0.00000395
2020-03-31,3,"Pennsylvania","Cumberland",36,1,253370,0.00014208,0.00000395
2020-04-01,4,"Pennsylvania","Cumberland",38,1,253370,0.00014998,0.00000395
2020-04-02,5,"Pennsylvania","Cumberland",41,1,253370,0.00016182,0.00000395
2020-04-03,6,"Pennsylvania","Cumberland",45,2,253370,0.00017761,0.00000789
2020-03-31,0,"Pennsylvania","Dauphin",45,1,278299,0.0001617,0.00000359
2020-04-01,1,"Pennsylvania","Dauphin",59,1,278299,0.000212,0.00000359
2020-04-02,2,"Pennsylvania","Dauphin",67,1,278299,0.00024075,0.00000359
2020-04-03,3,"Pennsylvania","Dauphin",79,1,278299,0.00028387,0.00000359
2020-03-25,0,"Pennsylvania","Delaware",101,2,566747,0.00017821,0.00000353
2020-03-26,1,"Pennsylvania","Delaware",156,2,566747,0.00027526,0.00000353
2020-03-27,2,"Pennsylvania","Delaware",185,3,566747,0.00032642,0.00000529
2020-03-28,3,"Pennsylvania","Delaware",226,4,566747,0.00039877,0.00000706
2020-03-29,4,"Pennsylvania","Delaware",276,4,566747,0.00048699,0.00000706
2020-03-30,5,"Pennsylvania","Delaware",303,4,566747,0.00053463,0.00000706
2020-03-31,6,"Pennsylvania","Delaware",338,5,566747,0.00059639,0.00000882
2020-04-01,7,"Pennsylvania","Delaware",390,7,566747,0.00068814,0.00001235
2020-04-02,8,"Pennsylvania","Delaware",470,8,566747,0.00082929,0.00001412
2020-04-03,9,"Pennsylvania","Delaware",542,10,566747,0.00095634,0.00001764
2020-04-01,0,"Pennsylvania","Fayette",14,1,129274,0.0001083,0.00000774
2020-04-02,1,"Pennsylvania","Fayette",15,1,129274,0.00011603,0.00000774
2020-04-03,2,"Pennsylvania","Fayette",20,1,129274,0.00015471,0.00000774
2020-03-24,0,"Pennsylvania","Lackawanna",15,1,209674,0.00007154,0.00000477
2020-03-25,1,"Pennsylvania","Lackawanna",18,2,209674,0.00008585,0.00000954
2020-03-26,2,"Pennsylvania","Lackawanna",28,2,209674,0.00013354,0.00000954
2020-03-27,3,"Pennsylvania","Lackawanna",35,2,209674,0.00016693,0.00000954
2020-03-28,4,"Pennsylvania","Lackawanna",51,2,209674,0.00024323,0.00000954
2020-03-29,5,"Pennsylvania","Lackawanna",56,2,209674,0.00026708,0.00000954
2020-03-30,6,"Pennsylvania","Lackawanna",62,2,209674,0.0002957,0.00000954
2020-03-31,7,"Pennsylvania","Lackawanna",78,3,209674,0.00037201,0.00001431
2020-04-01,8,"Pennsylvania","Lackawanna",85,3,209674,0.00040539,0.00001431
2020-04-02,9,"Pennsylvania","Lackawanna",108,3,209674,0.00051509,0.00001431
2020-04-03,10,"Pennsylvania","Lackawanna",119,4,209674,0.00056755,0.00001908
2020-03-28,0,"Pennsylvania","Lancaster",45,1,545724,0.00008246,0.00000183
2020-03-29,1,"Pennsylvania","Lancaster",67,2,545724,0.00012277,0.00000366
2020-03-30,2,"Pennsylvania","Lancaster",97,2,545724,0.00017775,0.00000366
2020-03-31,3,"Pennsylvania","Lancaster",123,3,545724,0.00022539,0.0000055
2020-04-01,4,"Pennsylvania","Lancaster",157,3,545724,0.00028769,0.0000055
2020-04-02,5,"Pennsylvania","Lancaster",203,4,545724,0.00037198,0.00000733
2020-04-03,6,"Pennsylvania","Lancaster",232,5,545724,0.00042512,0.00000916
2020-03-29,0,"Pennsylvania","Lawrence",8,1,85512,0.00009355,0.00001169
2020-03-30,1,"Pennsylvania","Lawrence",10,1,85512,0.00011694,0.00001169
2020-03-31,2,"Pennsylvania","Lawrence",13,2,85512,0.00015203,0.00002339
2020-04-01,3,"Pennsylvania","Lawrence",13,2,85512,0.00015203,0.00002339
2020-04-02,4,"Pennsylvania","Lawrence",16,2,85512,0.00018711,0.00002339
2020-04-03,5,"Pennsylvania","Lawrence",19,2,85512,0.00022219,0.00002339
2020-03-22,0,"Pennsylvania","Lehigh",19,1,369318,0.00005145,0.00000271
2020-03-23,1,"Pennsylvania","Lehigh",25,1,369318,0.00006769,0.00000271
2020-03-24,2,"Pennsylvania","Lehigh",27,1,369318,0.00007311,0.00000271
2020-03-25,3,"Pennsylvania","Lehigh",38,1,369318,0.00010289,0.00000271
2020-03-26,4,"Pennsylvania","Lehigh",63,1,369318,0.00017058,0.00000271
2020-03-27,5,"Pennsylvania","Lehigh",93,2,369318,0.00025182,0.00000542
2020-03-28,6,"Pennsylvania","Lehigh",109,3,369318,0.00029514,0.00000812
2020-03-29,7,"Pennsylvania","Lehigh",151,3,369318,0.00040886,0.00000812
2020-03-30,8,"Pennsylvania","Lehigh",231,3,369318,0.00062548,0.00000812
2020-03-31,9,"Pennsylvania","Lehigh",272,4,369318,0.00073649,0.00001083
2020-04-01,10,"Pennsylvania","Lehigh",374,5,369318,0.00101268,0.00001354
2020-04-02,11,"Pennsylvania","Lehigh",479,5,369318,0.00129699,0.00001354
2020-04-03,12,"Pennsylvania","Lehigh",584,5,369318,0.00158129,0.00001354
2020-03-25,0,"Pennsylvania","Luzerne",27,1,317417,0.00008506,0.00000315
2020-03-26,1,"Pennsylvania","Luzerne",36,1,317417,0.00011342,0.00000315
2020-03-27,2,"Pennsylvania","Luzerne",55,2,317417,0.00017327,0.0000063
2020-03-28,3,"Pennsylvania","Luzerne",65,2,317417,0.00020478,0.0000063
2020-03-29,4,"Pennsylvania","Luzerne",94,2,317417,0.00029614,0.0000063
2020-03-30,5,"Pennsylvania","Luzerne",150,3,317417,0.00047256,0.00000945
2020-03-31,6,"Pennsylvania","Luzerne",212,4,317417,0.00066789,0.0000126
2020-04-01,7,"Pennsylvania","Luzerne",282,4,317417,0.00088842,0.0000126
2020-04-02,8,"Pennsylvania","Luzerne",384,5,317417,0.00120977,0.00001575
2020-04-03,9,"Pennsylvania","Luzerne",484,5,317417,0.00152481,0.00001575
2020-03-23,0,"Pennsylvania","Monroe",43,1,170271,0.00025254,0.00000587
2020-03-24,1,"Pennsylvania","Monroe",45,1,170271,0.00026428,0.00000587
2020-03-25,2,"Pennsylvania","Monroe",51,1,170271,0.00029952,0.00000587
2020-03-26,3,"Pennsylvania","Monroe",67,2,170271,0.00039349,0.00001175
2020-03-27,4,"Pennsylvania","Monroe",98,2,170271,0.00057555,0.00001175
2020-03-28,5,"Pennsylvania","Monroe",106,2,170271,0.00062254,0.00001175
2020-03-29,6,"Pennsylvania","Monroe",135,3,170271,0.00079285,0.00001762
2020-03-30,7,"Pennsylvania","Monroe",182,7,170271,0.00106888,0.00004111
2020-03-31,8,"Pennsylvania","Monroe",236,7,170271,0.00138603,0.00004111
2020-04-01,9,"Pennsylvania","Monroe",278,8,170271,0.00163269,0.00004698
2020-04-02,10,"Pennsylvania","Monroe",321,10,170271,0.00188523,0.00005873
2020-04-03,11,"Pennsylvania","Monroe",397,10,170271,0.00233158,0.00005873
2020-03-22,0,"Pennsylvania","Montgomery",110,1,830915,0.00013238,0.0000012
2020-03-23,1,"Pennsylvania","Montgomery",136,1,830915,0.00016367,0.0000012
2020-03-24,2,"Pennsylvania","Montgomery",159,1,830915,0.00019136,0.0000012
2020-03-25,3,"Pennsylvania","Montgomery",219,2,830915,0.00026356,0.00000241
2020-03-26,4,"Pennsylvania","Montgomery",313,3,830915,0.00037669,0.00000361
2020-03-27,5,"Pennsylvania","Montgomery",374,3,830915,0.00045011,0.00000361
2020-03-28,6,"Pennsylvania","Montgomery",411,5,830915,0.00049464,0.00000602
2020-03-29,7,"Pennsylvania","Montgomery",488,5,830915,0.0005873,0.00000602
2020-03-30,8,"Pennsylvania","Montgomery",540,5,830915,0.00064989,0.00000602
2020-03-31,9,"Pennsylvania","Montgomery",570,6,830915,0.00068599,0.00000722
2020-04-01,10,"Pennsylvania","Montgomery",649,8,830915,0.00078107,0.00000963
2020-04-02,11,"Pennsylvania","Montgomery",735,9,830915,0.00088457,0.00001083
2020-04-03,12,"Pennsylvania","Montgomery",875,11,830915,0.00105306,0.00001324
2020-03-18,0,"Pennsylvania","Northampton",1,1,305285,0.00000328,0.00000328
2020-03-19,1,"Pennsylvania","Northampton",5,1,305285,0.00001638,0.00000328
2020-03-20,2,"Pennsylvania","Northampton",10,1,305285,0.00003276,0.00000328
2020-03-21,3,"Pennsylvania","Northampton",17,1,305285,0.00005569,0.00000328
2020-03-22,4,"Pennsylvania","Northampton",21,1,305285,0.00006879,0.00000328
2020-03-23,5,"Pennsylvania","Northampton",23,2,305285,0.00007534,0.00000655
2020-03-24,6,"Pennsylvania","Northampton",33,2,305285,0.0001081,0.00000655
2020-03-25,7,"Pennsylvania","Northampton",44,3,305285,0.00014413,0.00000983
